id,url,suburb,state,postcode,short_address,full_address,property_type,price,bedrooms,bathrooms,parking_spaces,building_size,building_size_unit,land_size,land_size_unit,listing_company_id,listing_company_name,listing_company_phone,auction_date,sold_date,description,listers
138280250,https://www.realestate.com.au/property-house-vic-tarneit-138280250,Tarneit,Vic,3029,3 Beachmere Street,"3 Beachmere Street, Tarneit, Vic 3029",house,,4.0,2.0,2.0,,,400.0,m²,IQJDMO,OKAS Property Group - Truganina,0370386527,,,"OKAS Property Group Proudly presents you this immaculate luxuriously Mimosa built home with 4 bedrooms, 2 bathrooms 2 Garage, family living set in the highly sought out pocket of Heartland Estate in Tarneit. Representing an exemplary setting for a prestigious lifestyle is this comfortable constructed family home that excites the owner-occupiers and investors alike. Overflowing with premium features & offering an awe-inspiring floor plan with integrated entertaining areas that families will adore. Finished to near perfection and immaculately presented, this welcoming and luxurious home close to all necessary amenities such as Riverdale Shopping Centre, Tarneit Rise Primary School, Tarneit Gardens Shopping Centre and Public Transport i.e. Bus Stops and a short drive to Tarneit Train Station Comprising of the following:<br/><br/>• Master Bedroom with WIR <br/>• 3 Bedrooms with BIR'S <br/>• Central Bathroom & Separate Toilet <br/>• Security Alarm <br/>• NBN Hub with data points and telephone points <br/>• Large chef's kitchen <br/>• 900 mm Stainless steel appliances <br/>• 20 mm stone benchtop <br/>• Glass splashback <br/>• Upgraded kitchen with ample of storage <br/>• Dishwasher <br/>• Spacious Living Area <br/>• Ducted heating <br/>• Evaporative Cooling<br/>• Remote controlled Garage <br/>• 6.16 Kws Inverter with 24 Solar Panels <br/>• Fully Concreted around the house <br/>• Solar Hot Water with Storage <br/>• Niches in bathrooms <br/>• Flyscreens & fly doors to external doors and windows <br/>• Colourbond fence around all house <br/><br/>Enjoy the peaceful lifestyle you have been looking for with the added bonus of a convenient location - Located next to all your upcoming future amenities, public transport, western highway and walking tracks/reserves/parklands, this outstanding home is unquestionably something you would be proud to call home. <br/><br/>For more information call Kuldip Gajera on 0449 986 527 or Anuj Patel on 0430 006 504.<br/><br/>DISCLAIMER: All stated dimensions are approximate only. Particulars given are for general information only and do not constitute any representation on the part of the vendor or agent. <br/><br/>Please see the below link for an up-to-date copy of the Due Diligence checklist http://www.consumer.vic.gov.au/duediligencechecklist<br/>","[{'id': '2715526', 'name': 'Kuldip Gajera', 'agent_id': None, 'job_title': 'CEO', 'url': 'https://www.realestate.com.au/agent/kuldip-gajera-2715526?cid={cid}', 'phone': '0449986527', 'email': None}, {'id': '2715534', 'name': 'Anuj Patel', 'agent_id': None, 'job_title': 'Area Sales Executive', 'url': 'https://www.realestate.com.au/agent/anuj-patel-2715534?cid={cid}', 'phone': '0430006504', 'email': None}]"
137423430,https://www.realestate.com.au/property-unit-vic-roxburgh+park-137423430,Roxburgh Park,Vic,3064,30 Silvester Parade,"30 Silvester Parade, Roxburgh Park, Vic 3064",unit,480000.0,3.0,1.0,1.0,,,-1.0,,MZEWYG,Harcourts - Hume,0393337999,,,"Ideally located in the luxurious part of Roxburgh Park with close proximity schools, shops and public transport. This beautiful townhouse offers the space and style for a young family to enjoy!<br/><br/>Comprising of 3 generous size bedrooms, modern open plan living zone including kitchen with Caesar Stone and kitchen appliances that overlooking meals and family area with access to a good size courtyard, separate laundry, single garage with remote control and internal access.<br/><br/><br/>Fixtures and fittings including: Split systems, intercom, kitchen appliances, blinds, and much more.<br/><br/>*Please contact the agent to register for the open for inspection and Auction (Note: Government requirements: entrants must be fully vaccinated and show their status via the Service Victoria app upon arrival), or alternatively if status is unknown private appointments may be available on an individual basis.","[{'id': '1391882', 'name': 'Evan Yousif', 'agent_id': '5c17961c-f9d0-448e-bb0d-7c4fb08448eb', 'job_title': 'Senior Sales Executive', 'url': 'https://www.realestate.com.au/agent/evan-yousif-1391882?cid={cid}', 'phone': '0431425544', 'email': None}, {'id': '2706470', 'name': 'Katrin Danial', 'agent_id': None, 'job_title': 'Sales Assistant to Evan Yousif', 'url': 'https://www.realestate.com.au/agent/katrin-danial-2706470?cid={cid}', 'phone': '0432000818', 'email': None}]"
135647738,https://www.realestate.com.au/property-townhouse-vic-heidelberg+heights-135647738,Heidelberg Heights,Vic,3081,5/100 Southern Road,"5/100 Southern Road, Heidelberg Heights, Vic 3081",townhouse,700000.0,3.0,3.0,2.0,,,-1.0,,MOZEYD,Upper East Side Real Estate - Ivanhoe,0394995570,,,"** Please contact the selling agent Peter Bozinoski on 0413 136 486 to register for the open for inspection. In accordance with the latest Government requirements, entrants must be fully vaccinated and show their status via the Service Victoria app upon arrival,  if status is unknown private appointments may be available on an individual basis **<br/><br/>Conveniently situated with just an effortless stroll to the wide-open spaces of both Shelley Park and Malahang Reserve, this superbly appointed townhouse presents a surprisingly spacious package for private, quality low-maintenance living. Screened behind established garden including remote-control garage with easy access via right of way, immediately relax in the stylish open-plan interior of this fabulous home featuring three double bedrooms with built-in robes, central heating and air-conditioning. An excellent investment, downsizer or first home opportunity, the two-level layout offers light-filled living and dining area, kitchen with stainless-steel appliances, scullery, bathroom, powder room, separate laundry, ample storage and secluded courtyard garden. Close to La Trobe University, Austin Hospital, transport and shopping.<br/><br/>For Sale by Expressions of Interest closing Tuesday 7 December at 5 pm.<br/>Price Guide: $650,000 - $700,000<br/><br/>For further details, contact Peter Bozinoski on 0413136486.<br/>Upper East Side Real Estate.","[{'id': '702181', 'name': 'Peter Bozinoski', 'agent_id': None, 'job_title': 'Founder & Director, Licensed Estate Agent', 'url': 'https://www.realestate.com.au/agent/peter-bozinoski-702181?cid={cid}', 'phone': '0413136486', 'email': None}]"
138280206,https://www.realestate.com.au/property-apartment-vic-st+kilda+west-138280206,St Kilda West,Vic,3182,13/325 Beaconsfield Parade,"13/325 Beaconsfield Parade, St Kilda West, Vic 3182",apartment,,3.0,2.0,1.0,101,m²,-1.0,,CAPALB,Cayzer Real Estate  - Albert Park,0396995999,2022-02-16T18:30:00+11:00,,"This easy-living home uniquely offers the conveniences of a modern home with secure entry and elevator access along with the solidly built quality of an older home. Thoughtfully laid-out and framed with vast picture windows taking in the beachfront view throughout, this generous apartment is the perfect haven. <br/><br/>Drawn in by a stunning outlook of the bay with yachts bobbing in the water to the left and station pier to the right, this spacious home features an open plan living and dining zone flowing onto a full length terrace to enjoy the mesmerising vista. Overlooked by a well-designed stone kitchen with induction cooktop and integrated lighting adjoined by a cleverly placed Euro laundry with storage. Master bedroom with a sneaky view of the ocean and walk in robe is served by a pristine white bathroom with floor to ceiling tiles and bathtub while two further bright bedrooms are served by a matching central bathroom. Perfect for empty nesters, the home also features access to convenient storage room on the same floor and gated undercover parking for one in a well-kept block with a recently replaced elevator and ample visitor parking. <br/><br/>Cross the road to spend some time basking in the sun on the sand or Catani Gardens or take a stroll along the foreshore paths. Also close to Albert Park Lake, MSAC, vibrant Fitzroy St, St Kilda Esplanade or Albert Park village shopping depending on your mood. <br/><br/>Inspect during scheduled open times or by appointment with the agent.<br/>Presented by Cayzer Real Estate Albert Park and Port Melbourne.<br/>All enquiries must include a phone number.","[{'id': '2674374', 'name': 'Charlotte Broussard', 'agent_id': None, 'job_title': 'Sales Consultant', 'url': 'https://www.realestate.com.au/agent/charlotte-broussard-2674374?cid={cid}', 'phone': '0403451899', 'email': None}, {'id': '103216', 'name': 'Simon Carruthers', 'agent_id': '4671f088-dc86-435f-908d-0f6c0310d2dc', 'job_title': 'Director | Licensed Estate Agent | Auctioneer', 'url': 'https://www.realestate.com.au/agent/simon-carruthers-103216?cid={cid}', 'phone': '0438811601', 'email': None}]"
138280198,https://www.realestate.com.au/property-apartment-vic-doncaster-138280198,Doncaster,Vic,3108,G13/5 Sovereign Point Court,"G13/5 Sovereign Point Court, Doncaster, Vic 3108",apartment,600000.0,2.0,2.0,1.0,,,-1.0,,JAOFIP,Jellis Craig - Doncaster,0388414888,,,"Savouring the thrilling experience of this premium enclave, imagine strolling across the road to Westfield Doncaster for a leisurely lunch, exploring high-end fashion retailers or watching a movie at the cinemas.<br/><br/>This deluxe two bedroom, two bathroom apartment delivers this exciting lifestyle plus so much more. The easily accessible ground floor position with a secure entry and concierge in the foyer is a welcoming introduction to the fabulous interior. Extensive glazing seamlessly joins the living/dining with the large under-cover balcony where the inviting connection to the streetscape is matched with city views. In the same space, enjoy entertaining in the suave Bosch kitchen, draped in freshly protected marble and featuring a built-in dining table.<br/><br/>Boasting a master bedroom with study nook and stone ensuite, oak flooring, split system air-conditioning and a single basement car space with storage cage, keep fit in the gym and enjoy the spectacular city view from the rooftop garden.<br/><br/>Near St Gregory the Great Primary School, Doncaster Primary School and Doncaster Secondary College, buses are close by for an easy trip to Box Hill and the city via the freeway.","[{'id': '1655514', 'name': 'Nicole Qiu', 'agent_id': None, 'job_title': 'Sales Consultant', 'url': 'https://www.realestate.com.au/agent/nicole-qiu-1655514?cid={cid}', 'phone': '0422419357', 'email': None}, {'id': '1347997', 'name': 'Anthony Pittas', 'agent_id': 'dc120d45-a848-448a-83dc-90da4e0cc65a', 'job_title': 'Licensed Estate Agent & Senior Sales Consultant', 'url': 'https://www.realestate.com.au/agent/anthony-pittas-1347997?cid={cid}', 'phone': '0400079408', 'email': None}]"
138052958,https://www.realestate.com.au/property-house-vic-norlane-138052958,Norlane,Vic,3214,65 Princes Highway,"65 Princes Highway, Norlane, Vic 3214",house,627000.0,3.0,2.0,4.0,,,726.0,m²,XBPNEW,Barry Plant - Geelong,0352214011,,,"First home buyers and investors will be delighted by what awaits them at this great property which is sure to be the ideal investment, first home or development opportunity. The house includes three carpeted bedrooms, master with ensuite and walk-in robe, the remaining bedrooms serviced by a central bathroom. The light filled living, dining and kitchen features modern tones throughout. The highlight of the exterior is the spacious rear yard which provides potential for subdivision (STCA) whist enjoying the company of a secure double car lock up garage.<br/><br/>Highlights include:<br/><br/>-	Dishwasher<br/>-	726m2 (approx.) with potential for subdivision (STCA)<br/>-	Currently leased for $335 per week  <br/>-	Spa bath<br/>-	Open plan living <br/><br/>The location of this property is second to none being on the Princes Highway for those who commute to Melbourne, close to the Corio Shopping Centre, local schools, public transport and the North Shore train station. Home to great tenants currently paying $335 per week this is an opportunity you won't want to miss. <br/><br/>Contact Chari today for more information.","[{'id': '1061871', 'name': 'Chari Emirzade', 'agent_id': 'b71b3276-c86e-4aba-bce5-203eef855d4c', 'job_title': 'Director', 'url': 'https://www.realestate.com.au/agent/chari-emirzade-1061871?cid={cid}', 'phone': '0452341778', 'email': None}, {'id': '2605758', 'name': 'Zac Carter', 'agent_id': None, 'job_title': 'Sales Consultant, Assistant to Chari Emirzade', 'url': 'https://www.realestate.com.au/agent/zac-carter-2605758?cid={cid}', 'phone': '0433974444', 'email': None}]"
138280182,https://www.realestate.com.au/property-house-vic-traralgon-138280182,Traralgon,Vic,3844,55 Moore Street,"55 Moore Street, Traralgon, Vic 3844",house,549000.0,3.0,1.0,1.0,,,644.0,m²,RPBTRA,Wilson Property RCI -  Traralgon,0351762055,,,"This charming 1960's double brick residence is perfectly situated in one of Traralgon's most desirable streets. With a Moore Street address on the fringe of the CBD, within walking distance of the Gippsland Regional Aquatic Centre, Performing Arts Centre, Reading Cinema along with a plethora of cafes, restaurants and much more. Offering timeless character and enormous potential to remodel, on a sizeable 644m2 (approx.) north facing allotment. <br/><br/>Additional features include:<br/>- A striking 1960's period style facade and charming terracotta tiled roof.<br/>- Three generously sized bedrooms, two with built-in robes.<br/>- A fully renovated kitchen complete with modern appliances.<br/>- Polished timber floors, functional fire place, high ceilings and decorative cornicing throughout.<br/>- Central family bathroom with separate shower and bath.<br/>- Spacious living room bathed in natural light.<br/>- Ducted gas heating and split system air conditioning.<br/>- Rear family room with raked ceiling and adjoining indoor laundry/separate toilet.<br/>- A tightly held location surrounded by some of Traralgon's finest residences.<br/>- Undercover outdoor entertaining area.","[{'id': '786931', 'name': 'Matt Johnson', 'agent_id': '776dec07-2fb4-4076-9566-c5e74d17953a', 'job_title': 'Licensed Estate Agent', 'url': 'https://www.realestate.com.au/agent/matt-johnson-786931?cid={cid}', 'phone': '0427740541', 'email': None}, {'id': '20349', 'name': 'Rob Wilson', 'agent_id': '6ae52e27-ae94-460a-8a2b-842fcbd9aa0b', 'job_title': 'Licensed Estate Agent & Auctioneer', 'url': 'https://www.realestate.com.au/agent/rob-wilson-20349?cid={cid}', 'phone': '0417743311', 'email': None}]"
137573498,https://www.realestate.com.au/property-house-vic-mount+helen-137573498,Mount Helen,Vic,3350,122 Fisken Road,"122 Fisken Road, Mount Helen, Vic 3350",house,1900000.0,4.0,2.0,2.0,,,4.04,ha,XHSBAM,Jellis Craig - Ballarat,0353292500,,,"Privately positioned amongst established park-like gardens, this very special 10-acre (4.045 Hectare) property offers an idyllic country lifestyle without the drive out of town. <br/><br/>Designed by renowned architects – Clarke Hopkins Clarke, the stunning light filled home boasts an adaptable floorplan that will appeal to families and couples alike, with picturesque views from every room. The generously proportioned living areas include a lounge with a feature open fireplace, a separate dining area adjacent to the kitchen and a spacious open plan family living and meals area with a Jet-master fireplace. The modern kitchen boasts stone bench-tops, Miele stainless steel appliances and ample storage via drawers and walk in pantry. A centrally located upstairs office is an ideal space for working from home. <br/><br/>A master bedroom has both a walk-in robe and ensuite, and the two extra bedrooms both offers built in robes. A children’s retreat living area offers an opportunity for extra bedrooms if required with existing built-in storage. The large family bathroom features dual vanities, large shower, and a corner spa and slab heating keep you cosy during the cooler months.<br/><br/>Outside the property offers a double garage, walled courtyard with water feature, verandas and a paved undercover alfresco area is adjacent to the kitchen – ideal for entertaining. A 6.2m x 7.4m lock up shed, large dam, in ground irrigation, mains water and spacious fenced paddocks complete this immaculately maintained property. <br/><br/>Located only minutes’ drive to Federation University and the nearby amenities of both Mount Clear and Buninyong, this is without doubt one of Ballarat’s finest lifestyle properties. To arrange your private viewing contact Phil Hayward on 0419107112.","[{'id': '72780', 'name': 'Phil Hayward', 'agent_id': None, 'job_title': 'Partner & Licensed Estate Agent', 'url': 'https://www.realestate.com.au/agent/phil-hayward-72780?cid={cid}', 'phone': '0419107112', 'email': None}, {'id': '101259', 'name': 'Tim Valpied', 'agent_id': None, 'job_title': 'Director', 'url': 'https://www.realestate.com.au/agent/tim-valpied-101259?cid={cid}', 'phone': '0418504169', 'email': None}]"
138280146,https://www.realestate.com.au/property-house-vic-deer+park-138280146,Deer Park,Vic,3023,12 Vincent Street,"12 Vincent Street, Deer Park, Vic 3023",house,820000.0,3.0,1.0,3.0,,,700.0,m²,XPNTAY,Professionals - Taylors Lakes,0393909400,2022-02-12T12:00:00+11:00,,"* APPROXIMATELY 700 m2 of EASEMENT FREE LAND SET IN RESIDENTIAL GROWTH ZONE SCHEDULE 1!<br/><br/>Set within walking distance to Deer Park Train Station and local shops and offering undeniable period charm which has been lovingly maintained over many years, this unique and exciting property offers you an expansive scope to develop the land with the freedom of being in a prime residential growth zone (subject to relevant council approval). The property itself has been beautifully constructed and lovingly maintained by its proud original owner which means that it can be occupied in the immediate future before taking full advantage of the development potential. This is an extremely rare and exciting opportunity and a rich reward is waiting for you!    <br/><br/>Property Features:<br/><br/>* Polished hardwood timber floors throughout<br/>* Plantation shutters<br/>* Beautiful period features throughout such as detailed led lighting and ornate plaster work<br/>* 3 Large bedrooms - Large master bedroom with fitted wardrobes <br/>* Large central bathroom<br/>* Large country style timber kitchen with built in meals bench and plenty of storage<br/>* Outdoor entertainer's pergola<br/>* Double tandem garage<br/>* Carport<br/>* All set on a beautifully maintained and symmetrical block of land which measures approximately 700m2 (No Easement)<br/><br/>Sale Includes: Split system cooling and heating, dishwasher<br/><br/>The sky is the limit here at 12 Vincent Street!","[{'id': '278661', 'name': 'Joseph Abraham', 'agent_id': None, 'job_title': 'Licensed Estate Agent / Auctioneer / Senior Sales Consultant', 'url': 'https://www.realestate.com.au/agent/joseph-abraham-278661?cid={cid}', 'phone': '0439046674', 'email': None}]"
138280126,https://www.realestate.com.au/property-house-vic-ringwood+east-138280126,Ringwood East,Vic,3135,14 Rawson Court,"14 Rawson Court, Ringwood East, Vic 3135",house,1045000.0,4.0,1.0,2.0,,,676.0,m²,CAWRIN,Jellis Craig - Ringwood,0398706211,,,"A must-have classic nestled within a sought-after cul-de-sac, this peaceful family home boasts the prestige of direct rear access to Wombolano Park and beautiful views out to the Dandenong Ranges.<br/><br/>On 676 sqm approx. and enjoying a marvellously leafy garden environment, the four bedroom configuration harmonises effortlessly with the generous living areas. While a downstairs retreat is ideal for study and work, the bright kitchen/meals and the elegant lounge/dining all spill out to a tree-top view-filled terrace.<br/><br/>Appreciate the convenience of a spacious bathroom, shower room, split system air-conditioner, gas heater, a cellar, workshop and a double garage with internal entry.<br/><br/>Ready for the next exciting chapter, transform from classic to contemporary by renovating or redeveloping (STCA).<br/><br/>Zoned for cherished Eastwood Primary School and Ringwood Secondary College, it’s a pleasant walk to Tintern Grammar, Ringwood East Village, Heathmont Village and train stations.","[{'id': '2376762', 'name': 'Jacob McGlinchey', 'agent_id': None, 'job_title': 'Senior Sales Consultant', 'url': 'https://www.realestate.com.au/agent/jacob-mcglinchey-2376762?cid={cid}', 'phone': '0433224117', 'email': None}, {'id': '2831514', 'name': 'Mandy Bates', 'agent_id': None, 'job_title': None, 'url': 'https://www.realestate.com.au/agent/mandy-bates-2831514?cid={cid}', 'phone': '0415138666', 'email': None}]"
137728194,https://www.realestate.com.au/property-house-vic-carlton-137728194,Carlton,Vic,3053,2/1 Argyle Place East,"2/1 Argyle Place East, Carlton, Vic 3053",house,,3.0,2.0,2.0,,,-1.0,,XTNCAR,Woodards - Carlton,0393441000,,,"Tucked away in a quiet laneway right off Lygon Street, surrounded by cafés and culture, this designer two-storey residence offers brilliant inner city living, just steps from the CBD. With a bright and beautiful large open living area opening onto a huge wraparound balcony, there’s an incredible amount of space, offering a perfect central spot for those who love to play host.<br/><br/>Step into the expansive living area, which is filled with light and style, its large space offering flexibility of use. The kitchen showcases eye-catching mosaic splashback tiles, ample bench and cupboard space, deluxe stainless steel appliances (dishwasher, oven, gas cooktop). Both the living and meals areas open onto the incredible balcony, making for enviable entertaining.<br/><br/>The upstairs features 3 bedrooms, the master leading to a huge WIR and shower ensuite, the other bedrooms boasting BIR and private balcony access. Further features include chic central bathroom, downstairs powder room, study/WFH nook, split-system heating/cooling throughout, alarm system and 2 parking spaces in basement garage.<br/><br/>The unbeatable location sits just off Lygon Street, steps away from cafes, restaurants, bars, cinemas, supermarkets, Argyle Square, Carlton Gardens, RMIT, Melbourne Uni, and the CBD.<br/><br/>We donate a portion of our fee from every property transaction to the Woodards Foundation to support people experiencing homelessness, family violence and social isolation.","[{'id': '87987', 'name': 'Jason Sharpe', 'agent_id': '4df388bf-cfe7-45ee-9bee-23a519188b59', 'job_title': 'Director', 'url': 'https://www.realestate.com.au/agent/jason-sharpe-87987?cid={cid}', 'phone': '0438847700', 'email': None}, {'id': '2833346', 'name': 'Alex Noutsos', 'agent_id': None, 'job_title': '', 'url': 'https://www.realestate.com.au/agent/alex-noutsos-2833346?cid={cid}', 'phone': '0406454910', 'email': None}]"
203174806,https://www.realestate.com.au/property-residential+land-vic-meredith-203174806,Meredith,Vic,3333,14 Ballan-Meredith Road,"14 Ballan-Meredith Road, Meredith, Vic 3333",residential-land,300000.0,,,,,,1829.0,m²,UMVQTA,Ray White Highton,0352411331,,,"Located in the heart of Meredith, this quiet township could be the tree change you have been looking for. Only 30 minutes to Geelong or Ballarat. Meredith has everything you need local shops, school, pubs and great community atmosphere. 1,829m2 allotment ready to build your ideal home STCA with a rural outlook. Don't miss this great opportunity, go and inspect today!","[{'id': '2549018', 'name': ""Sean O'Brien"", 'agent_id': 'ffb9b758-27ad-4fcc-8415-e5de40f102d1', 'job_title': 'Licensed Agent & Auctioneer', 'url': ""https://www.realestate.com.au/agent/sean-o'brien-2549018?cid={cid}"", 'phone': '0488911742', 'email': None}]"
138280082,https://www.realestate.com.au/property-house-vic-berwick-138280082,Berwick,Vic,3806,116 Brisbane Street,"116 Brisbane Street, Berwick, Vic 3806",house,1450000.0,5.0,3.0,4.0,,,945.0,m²,CIIHAL,Peake Real Estate - All South East Suburbs,0397075300,,,"Situated proudly amongst Berwick’s Golden Mile, a vast array of formal and informal living zones across all levels of this wonderful home will allow a multitude of uses, creating an extremely versatile floorplan each having their own sense of comfort and charm. Over 50 squares under roof are to be enjoyed, with every space of the home finished to a high level and standard. <br/>A state-of-the-art kitchen appointed with superb stone benchtops, spacious walk-in pantry, and beautiful cabinetry, flows through to an expansive family living and dining room as well as the home theatre space. Moving through to an indoor/outdoor alfresco area that a wonderful place to relax as a family. <br/>Accommodation needs are catered for all members of the family, the palatial main bedroom with gorgeous sunroom, a bespoke walk-in wardrobe and a luxurious ensuite. A second expansive bedroom with designer ensuite and walk in robe is located on the entry floor, three additional bedrooms vast in size, perfect for teenagers retreat or extended family. <br/>Beautiful gardens immediately set the tone and are wonderfully complimented by several balconies. An expansive outlook provides stunning vistas of Berwick's tree lined streets and beyond. The home is comprehensively appointed with ducted heating and cooling, superbly fitted laundry, basement garaging and much more. The unique setting of high-quality homes on Brisbane Street offers wonderful sense of community only moments to Berwick's main street. <br/>Contact Ryan for more information.<br/><br/>    ","[{'id': '2117866', 'name': 'Ryan Wallace', 'agent_id': None, 'job_title': 'Licensed Estate Agent', 'url': 'https://www.realestate.com.au/agent/ryan-wallace-2117866?cid={cid}', 'phone': '0432625549', 'email': None}]"
137900854,https://www.realestate.com.au/property-house-vic-darley-137900854,Darley,Vic,3340,30 Condons Lane,"30 Condons Lane, Darley, Vic 3340",house,,3.0,1.0,2.0,,,2.43,ha,FRTQKG,Ray White Bacchus Marsh - BACCHUS MARSH,0343100849,,,"Properties such as these are a rare find. Providing endless opportunities and on Approximately 2.35 ha,(6 acres) this property is definitely worth an inspecting today!!<br/><br/>This parcel of land is located only 3km from the Main Street and enjoys the convenience of town water.<br/><br/>A comfortable three bedroom home consisting of formal lounge, adjoining dining room, spacious kitchen/meals area, family bathroom and separate toilet. The home is serviced by a wood heater in the lounge and reverse cycle split systems in both the lounge and the main bedroom.<br/><br/>Externally is a double garage/man cave complete with sink and additional toilet to the self-contained unit to the rear. An ideal setup with two large sheds, several tanks, and paddocks with street frontages.<br/><br/>This very neat property has panoramic views and provides a complete a rural lifestyle, whilst only being five minutes from the Main Street of Bacchus Marsh.<br/>","[{'id': '2749478', 'name': 'Nathan Micallef', 'agent_id': None, 'job_title': 'Sales Executive', 'url': 'https://www.realestate.com.au/agent/nathan-micallef-2749478?cid={cid}', 'phone': '0402455498', 'email': None}, {'id': '2539562', 'name': 'Belinda Lewin', 'agent_id': None, 'job_title': 'Director - Sales Principal', 'url': 'https://www.realestate.com.au/agent/belinda-lewin-2539562?cid={cid}', 'phone': '0402588987', 'email': None}]"
137573434,https://www.realestate.com.au/property-unit-vic-essendon+north-137573434,Essendon North,Vic,3041,1/9 McCulloch Street,"1/9 McCulloch Street, Essendon North, Vic 3041",unit,,2.0,1.0,2.0,,,-1.0,,XNXEST,Nelson Alexander - Essendon,0393791313,,,"*Please contact the agent to register for the open for inspection and Auction (Note: Government requirements: entrants must be fully vaccinated and show their status via the Service Victoria app upon arrival), or alternatively if status is unknown private appointments may be available on an individual basis. <br/><br/>One of only four in an impeccably-maintained block, this attractive front villa delivers an exceptional low-maintenance lifestyle thanks to its versatile design, quality enhancements and ultra-convenient location. Perfect for young families, investors and downsizers alike, the home's light-filled interior comprises two bedrooms (large master) both with built-in robes, as well as a modern two-way bathroom with stone-top vanity, bathtub, frameless shower and separate WC. Boasting a delightful garden outlook, the front lounge is surprisingly spacious and leads through to the generous open dining area and adjoining kitchen complete with modern cooking appliances and dishwasher. Other stand-out features include ducted heating and split-system air conditioning, alarm and video intercom, together with quality double blinds, full-size laundry lock-up garage and excellent storage options. Complementing the villa's vibrant interior is a large front yard with extensive paving, established perimeter gardens and high picket fencing for privacy, plus secure gated entry (with remote unlock function). Keilor Road trams, cafes and restaurants at the end of the street, it's also walking distance to shops and supermarkets, Woodlands Park, local schools (opposite Essendon North Primary School and zoned to Buckley Park College), as well as easy access to DFO and Citylink.<br/><br/>All Nelson Alexander inspections are conducted in accordance with the latest government guidelines. Please check in via the QR code, show your vaccination status via the Service Victoria app, wear a mask, use hand sanitiser, refrain from touching any items/fixtures and doors and provide your contact details. We appreciate your assistance.","[{'id': '1405410', 'name': 'Paul Harrison', 'agent_id': None, 'job_title': None, 'url': 'https://www.realestate.com.au/agent/paul-harrison-1405410?cid={cid}', 'phone': '0418358145', 'email': None}, {'id': '2846986', 'name': 'Jason Johnson', 'agent_id': None, 'job_title': None, 'url': 'https://www.realestate.com.au/agent/jason-johnson-2846986?cid={cid}', 'phone': '0393791313', 'email': None}]"
137572978,https://www.realestate.com.au/property-apartment-vic-west+melbourne-137572978,West Melbourne,Vic,3003,406/16 Anderson Street,"406/16 Anderson Street, West Melbourne, Vic 3003",apartment,550000.0,2.0,1.0,1.0,,,-1.0,,XWPBLA,Hodges  - SOUTH MELBOURNE,0396868860,,,"With stunning East facing city views and only moments from North Melbourne Train Station, Errol Street shopping district, Queen Victoria Market and the CBD, this stunning two bedroom apartment is sure to impress.<br/><br/>Upon entry you are met with two spacious bedrooms both with BIR and a spacious bathroom. Split system heating and cooling is also located within one of the bedrooms. Timber flooring throughout the kitchen, living and dining enhances the light and bright aspect of the apartment. The highly-functional kitchen boasts polished bench-tops, plenty of storage, and extends through to a large balcony which is perfect for entertaining!<br/><br/>Other features include, laundry facilities including space for both a washing machine and dryer, security intercom, split-system heating and cooling and a storage cage located on the Ground floor.","[{'id': '1970066', 'name': 'Alex Kennedy', 'agent_id': None, 'job_title': 'Property Consultant', 'url': 'https://www.realestate.com.au/agent/alex-kennedy-1970066?cid={cid}', 'phone': '0472514337', 'email': None}]"
138280038,https://www.realestate.com.au/property-house-vic-mitcham-138280038,Mitcham,Vic,3132,56 Heatherdale Road,"56 Heatherdale Road, Mitcham, Vic 3132",house,,3.0,2.0,2.0,,,672.0,m²,NECLOO,LLC REAL ESTATE - MOUNT WAVERLEY,0398883169,2022-02-13T13:00:00+11:00,,"Awaiting your inspection is a blonde brick beauty with an abundance of potential. Set on a prime allotment of 672sqm approx. you can move in and start living, or you may decide that you want to make some alterations to the existing home, renovating or extending to make the most of the expansive block. Alternatively, you may decide to start over, utilising the land for development, or as a new home site (STCA). Imagine having so many options. The existing home has three generous bedrooms, and these are serviced by two separate bathrooms. There is a spacious living room with green vistas to the established gardens, plus a separate dining room that flows through to a large, well-equipped kitchen. Tasmanian Oak floorboards and all newly replaced windows making a pleasing inclusion, as do gas ducted heating, high ceilings, decorative cornices and picture rails. A huge backyard with an expansive paved area, a single carport and a single lock up garage complete the inclusions. You’ll enjoy the central location that’s in close-proximity to only 500m away Heatherdale Train Station, local buses and Eastlink, popular schools, a number of local shopping precincts including Eastland, COSTCO plus a variety of parks, reserves and sporting clubs.<br/><br/><br/>    ","[{'id': '2165334', 'name': 'Lily Chen', 'agent_id': '01b7c62a-9b6f-4903-877f-e81bc3ea3d56', 'job_title': 'Senior Area Manager', 'url': 'https://www.realestate.com.au/agent/lily-chen-2165334?cid={cid}', 'phone': '0403707888', 'email': None}, {'id': '2125658', 'name': 'Tim Li', 'agent_id': None, 'job_title': 'Area Manager', 'url': 'https://www.realestate.com.au/agent/tim-li-2125658?cid={cid}', 'phone': '0430739620', 'email': None}]"
